Area.ID,Observed,Expected,raw.SIR,x,Long,Lat
1,1,2.686668324409099,0.37220820706252905,1.0969249694225283,197031,824938
2,5,2.908572576477183,1.7190562960116749,-0.6867983498138444,382448,847866
3,0,0.026135548915331645,0,-0.0931003494270006,316141,947220.5
4,3,4.742722395086907,0.6325480915998305,-0.32513371267180396,377143.234375,655250.34375
5,6,2.7537063735167404,2.178881545869918,-0.021225772968316854,231452.5,877127
6,2,3.741389232738954,0.5345607942897357,-1.4055422585368578,338388.609375,1014422.5
7,2,3.924237003289233,0.5096532136880703,0.41787047156260215,327074,836501.5
8,2,3.3959166014708146,0.5889426139422195,-1.0960381420234389,449134,1192014.5
9,3,4.619253609419345,0.6494555730567714,-1.3133893377450179,193821.5,774255
10,3,4.536210324541964,0.6613449962338155,1.8706088916493009,363781,824852.5
11,5,3.1089057810995158,1.6082828982458477,1.2062015169092744,126085,925542
12,1,2.777742610592662,0.36000455772489265,1.4517729649201834,253419.5,928343
13,0,0.24418827667906512,0,-0.7405501399939172,287290,845317.5
14,3,4.512220511752787,0.6648611237385293,-1.632717415593213,226156,559620.5
15,0,0.46886599291686015,0,0.7830623289409192,338128.5,715086.5
16,3,4.612834478166372,0.6503593428725232,1.054333793077132,342915.828125,786788
17,2,3.9401946158592747,0.5075891408891339,-0.9564014687594398,278706.5,805020.5
18,-1,-8.70362615579704,0.11489464070489186,-0.5456134078319395,341607,633734
19,4,4.480182547107764,0.8928207629803497,-0.4240289789244126,245488.5,827651
20,3,4.634410969372505,0.6473314558907575,-1.128773343817111,359140.78125,609832.25
21,4,3.3477405956153254,1.1948357065774349,-1.723841434370071,344499,760468.5
22,4,3.260562869452364,1.2267820496501667,1.3571387672160269,387333,809092.5
23,6,3.048212140761801,1.9683669386936096,-0.3679826718009154,198871.5,678732
24,4,3.6879624135293687,1.0846097523461504,-1.7694657805577214,291946.5,628553
25,4,3.510079555755664,1.1395753106054214,-1.4112092906304063,329269,695554.5
26,2,4.41362182106523,0.4531425847258701,-0.16873929479016456,306487.5,689629.5
27,5,2.941914147928182,1.6995737294105635,-0.3365639944573986,288386,588395.5
28,6,3.095634286564249,1.9382134466081322,0.4307674473894246,354983.5,672316.5
29,1,3.2857724400542794,0.3043424394853956,-0.22743277204535312,283402,738117.5
30,1,2.4966055358920487,0.4005438526926503,-0.8629603102501091,299415.5,666943
31,4,4.619942446148907,0.8658116516872025,-0.2587047554192905,254866.5,611210.5
32,5,3.3159304709735418,1.5078723886909557,1.5629828468272244,269805,573270.5
33,7,2.193757297381017,3.190872576632265,0.5800052559360386,330681.5,660652.5
34,5,3.082684130059711,1.6219631298725214,0.9085495517988439,256998.375,709132
35,6,3.0659413066149286,1.9569846255878045,0.12216694211799922,226234,597218.5
36,5,3.570658283595808,1.4003020179698582,0.6135229577984885,228049.5,670047
37,0,1.115977541064881,0,0.6720031096701571,230266.5,651173.5
38,-0,-1.4803736388145465,0,0.8112273506186782,278950.5,668153
39,-0,-0.6584563480772437,0,-0.15609541521348072,234568,695638.5
40,3,4.593441921598648,0.6531050247732129,0.4904758174050309,248406.5,673875
41,6,3.0076042582467344,1.9949433119560966,1.32239606936423,241027.9140625,662840
42,1,2.71860151382822,0.3678361815490355,-1.4900896818461613,289870.5,680133.3125
43,3,4.869210242743799,0.6161163413452241,0.2536958194146738,290757.5,695330.5
44,6,2.4854815531692074,2.414019123316153,0.8057405838386746,280605,658944
45,2,4.321824214845014,0.4627675492053122,0.3537287310595182,321988,669074
46,4,3.9703853092582237,1.0074588959093518,-0.601468953334426,247799,642560
47,0,1.2957574108281362,0,-0.720978870229348,266371,644593
48,2,4.195596364908301,0.47669027858062607,1.2423689027395404,273526.515625,652214
49,1,3.1535394193123967,0.31710401140888284,0.7857626863242927,260481.5,664987.5
50,3,4.903794542121702,0.6117711446169203,-0.5337887601919389,337459,735022
51,6,2.947394208922357,2.0356964744779606,-1.6382214919057316,273716,677878
52,3,4.415521830830169,0.6794213945571107,1.597417324585904,253774.5,675176.5
53,5,3.4844554248500104,1.4349444577025194,1.3242867006877859,252891,651674
54,2,4.153508600439391,0.4815206112221422,0.6291405058621627,264280.5,674451
55,3,4.83170483434092,0.6208988551365476,0.03821779444563899,322936,637005.5
56,0,1.3272794365759109,0,-1.1455139464334423,321346.15625,591462.5
