Area.ID,Observed,Expected,raw.SIR,x,Long,Lat
1,1,2.6642859244237678,0.3753350910399304,0.10778233926389139,197031,824938
2,1,2.1312778253357663,0.4692020852994413,-0.031798763867890927,382448,847866
3,3,4.263744991626449,0.7036068071359068,0.2783353191468046,316141,947220.5
4,3,3.7753955982173357,0.7946187152987461,-0.6141987221872893,377143.234375,655250.34375
5,5,4.655343681013148,1.0740345595519694,1.360555481166233,231452.5,877127
6,0,0.14259787439852523,0,-1.699220348760915,338388.609375,1014422.5
7,5,3.1458082193759207,1.5894166622121428,1.0334743550870698,327074,836501.5
8,4,4.206335612393326,0.9509464694672983,-1.3868393819645004,449134,1192014.5
9,3,4.198562362062119,0.714530294252091,0.1578424048432368,193821.5,774255
10,3,3.642535414464102,0.8236021503284044,0.9249084157375848,363781,824852.5
11,5,3.0057534309717826,1.6634764343871888,-1.4275734930295283,126085,925542
12,3,3.8088680831513337,0.787635574272212,1.0557064265472,253419.5,928343
13,4,4.147979177077587,0.9643249951939624,0.37627596919104567,287290,845317.5
14,3,4.236774715582157,0.7080857967185501,0.02753750359140423,226156,559620.5
15,6,2.345205666952305,2.5584110104071414,0.24365609483141012,338128.5,715086.5
16,1,0.9945172737824471,1.0055129522252544,-0.8614386243958726,342915.828125,786788
17,4,4.269197865299303,0.9369441581784287,-0.9064382905167315,278706.5,805020.5
18,-1,-2.5667759211021934,0.389593805902072,-1.5278097543372604,341607,633734
19,5,3.6618262741396457,1.365438889144123,-1.1651868392093825,245488.5,827651
20,2,3.2545684155526793,0.614520804184836,0.6260370474798065,359140.78125,609832.25
21,5,2.3307117008307583,2.1452674726856182,-0.5073112596779632,344499,760468.5
22,4,4.398008162906481,0.9095026320634538,0.6128226311415834,387333,809092.5
23,3,4.065259276704394,0.737960310967429,1.2039827996035073,198871.5,678732
24,5,3.593067533551429,1.391568611864621,0.7336931088486589,291946.5,628553
25,2,3.3742219964656512,0.5927292282768922,0.46702262130847144,329269,695554.5
26,6,1.5979117142709285,3.754900816117736,-1.563025150571006,306487.5,689629.5
27,5,4.683260103656364,1.0676323521079574,1.2137758003983607,288386,588395.5
28,2,3.3483190471148587,0.5973146441117483,-1.0954436429235481,354983.5,672316.5
29,5,4.622107895014348,1.081757525693692,0.11901670832834821,283402,738117.5
30,5,4.47404139900911,1.117557830624316,-1.607268101567874,299415.5,666943
31,0,0.8851273444122019,0,-1.7141442256514274,254866.5,611210.5
32,3,3.6124321343888273,0.8304654283858423,-0.7427524559892756,269805,573270.5
33,5,3.3666509456614064,1.4851554499415764,-1.1250009839187405,330681.5,660652.5
34,4,4.378151612484578,0.9136275657046106,-0.4749600096073577,256998.375,709132
35,4,4.113611278439311,0.9723816202481789,-0.8062458466710809,226234,597218.5
36,0,0.3523130744087282,0,1.224319652563387,228049.5,670047
37,5,4.5374561312994315,1.1019390282387382,0.1870251031526948,230266.5,651173.5
38,1,1.7680128089169473,0.5656067619852719,1.3429322301900202,278950.5,668153
39,5,4.386630304027375,1.1398270776111423,-0.5595413597914513,234568,695638.5
40,4,4.482159009624986,0.8924270628084371,1.3383989265528817,248406.5,673875
41,1,2.4370755538461184,0.4103278613672155,1.170117281605803,241027.9140625,662840
42,-0,-0.7987952927543447,0,1.3586196307651608,289870.5,680133.3125
43,2,3.102787974852514,0.6445815879813918,0.7909545745814739,290757.5,695330.5
44,5,4.692792418062627,1.0654637057362535,1.0593528549020126,280605,658944
45,5,2.3467358128608433,2.1306190379839274,-1.2494034872657873,321988,669074
46,3,4.356803442511908,0.6885782293337417,-0.3881729535960717,247799,642560
47,0,0.8079740016595042,0,-0.2363331426768534,266371,644593
48,0,0.15232372233433006,0,-1.1180711227329907,273526.515625,652214
49,0,0.5320176496237468,0,-0.050864904475869006,260481.5,664987.5
50,2,3.2608139794279527,0.6133437885809302,1.1615378799626024,337459,735022
51,5,2.3223709900202976,2.152972122665165,-1.3270050011909926,273716,677878
52,2,3.8856474380662696,0.5147147372164366,1.1485487591339254,253774.5,675176.5
53,0,0.8910500609948768,0,0.0020859954554603988,252891,651674
54,4,4.091483501980133,0.9776405057148932,1.136143299041313,264280.5,674451
55,3,4.401865513676287,0.6815292267969593,1.092559127618117,322936,637005.5
56,0,0.163797274931312,0,0.6310275245381916,321346.15625,591462.5
