Area.ID,Observed,Expected,raw.SIR,x,Long,Lat
1,3,3.9577227032391273,0.7580116710917376,-0.8161239085780481,197031,824938
2,5,3.9243989709406133,1.2740804482479984,-0.40262539165402755,382448,847866
3,2,3.234206248349991,0.618389752051326,-0.6435737626311937,316141,947220.5
4,1,2.6102796550119507,0.3831007141629128,0.2296766461959027,377143.234375,655250.34375
5,5,4.140824238822213,1.2074890677857326,-1.2880251514170291,231452.5,877127
6,3,3.853566666824395,0.7784995717933711,1.2992722750090338,338388.609375,1014422.5
7,3,3.994523085814314,0.7510283294278238,0.9145206004070572,327074,836501.5
8,1,1.3795152411885445,0.7248923173465146,1.4335590274910572,449134,1192014.5
9,-0,-1.410957372977332,0,0.7175611975393731,193821.5,774255
10,1,2.628885746434587,0.380389296627381,-0.44613894348906474,363781,824852.5
11,1,1.5485025753729404,0.6457851707215667,0.1774725077033903,126085,925542
12,3,3.6727912070711386,0.8168174641194333,-0.4969421340001069,253419.5,928343
13,4,3.747801885295482,1.0672922748915887,-1.3797558523778002,287290,845317.5
14,0,1.1979872190061085,0,-1.3996796932746634,226156,559620.5
15,3,3.8085782451929995,0.7876955144052646,-1.079934094757958,338128.5,715086.5
16,1,1.3523690984202248,0.739443101123912,-1.1165260747707462,342915.828125,786788
17,6,3.2913169971541385,1.8229784627819028,-0.2682830116659201,278706.5,805020.5
18,2,3.347320062689322,0.597492908518927,1.5301097761333382,341607,633734
19,7,3.482385836341641,2.0101161470820035,-1.0579694156557733,245488.5,827651
20,3,4.0586851355621585,0.7391556377985644,0.5333866527288755,359140.78125,609832.25
21,5,3.2982015709018317,1.5159776904214024,-0.5262868970165001,344499,760468.5
22,3,3.916088267735234,0.7660705772944618,1.1436893372152086,387333,809092.5
23,2,3.186005111693817,0.6277453832887023,1.4584885780337566,198871.5,678732
24,3,3.910495161154285,0.7671662734175259,1.0755154322588634,291946.5,628553
25,7,3.1661327188633726,2.2108991067541126,0.539849865349667,329269,695554.5
26,0,1.2147581547128072,0,0.20323262901062705,306487.5,689629.5
27,1,1.3580277920043355,0.7363619550996696,-1.3250036907882328,288386,588395.5
28,7,2.8004888476139844,2.4995636051055863,-1.1651870599495149,354983.5,672316.5
29,5,4.210683843026669,1.18745557405848,-1.2749578886627788,283402,738117.5
30,-0,-0.42853116748792136,0,-1.3552176334060355,299415.5,666943
31,6,3.274567329843946,1.8323031398123482,1.1517821046222692,254866.5,611210.5
32,5,3.753508451942048,1.3320870497608772,1.5539200428509092,269805,573270.5
33,0,0.37581877866440194,0,0.9410122071158064,330681.5,660652.5
34,1,1.4733026464601564,0.6787471687522308,-0.5857125111070273,256998.375,709132
35,5,3.342561134969149,1.4958589530917132,-0.5107662032865209,226234,597218.5
36,4,3.917719032573886,1.0210022634961795,1.3380896153964055,228049.5,670047
37,5,3.9867942854374245,1.2541404552182476,0.17641876318134622,230266.5,651173.5
38,1,1.9830740390867674,0.5042676069021172,1.3657305753616684,278950.5,668153
39,3,4.005687559982756,0.7489350966786122,0.7613484103289196,234568,695638.5
40,4,4.111088053636615,0.9729784299953518,0.6317011193838022,248406.5,673875
41,3,3.6351957289756966,0.8252650541172708,-1.490355490354139,241027.9140625,662840
42,1,2.171963394003428,0.4604129161480802,-0.1027445697525207,289870.5,680133.3125
43,3,3.583430315245264,0.8371866441037987,0.745417834555383,290757.5,695330.5
44,3,4.026092828258991,0.7451393020407068,0.001800329749693012,280605,658944
45,5,4.363937012271007,1.1457543924076905,1.5886916527612291,321988,669074
46,0,0.3134514240314484,0,-1.3376030129614116,247799,642560
47,1,2.1138737364963425,0.4730651517802848,-0.6899997611305938,266371,644593
48,3,3.6566261147324055,0.8204284238722455,-0.6021772080353056,273526.515625,652214
49,3,3.6018498637181136,0.8329053440620546,0.35869260588684254,260481.5,664987.5
50,1,2.1023889848883726,0.47564937182787587,0.559489076304303,337459,735022
51,5,3.6419264727281275,1.3728997653965689,-0.8273783479339577,273716,677878
52,2,3.449469914380696,0.5797992299228596,0.7949770898329788,253774.5,675176.5
53,4,3.9793014883522826,1.0052015439665236,-1.0697152921817839,252891,651674
54,3,3.9126430730976782,0.7667451244472628,-0.37035289364774243,264280.5,674451
55,5,3.838573528562477,1.302567207009441,1.552285817296056,322936,637005.5
56,4,3.9321010616875376,1.017267851778795,-1.1486558752173646,321346.15625,591462.5
