Area.ID,Observed,Expected,raw.SIR,x,Long,Lat
1,1,2.324730880021961,0.4301573178184622,-0.40230172296635724,197031,824938
2,3,3.867567657893928,0.7756813236031767,-0.11667706933550323,382448,847866
3,0,1.1802288615356917,0,-1.1990868987667276,316141,947220.5
4,7,3.081231131051472,2.2718191859924657,-1.7154649756144613,377143.234375,655250.34375
5,3,3.5065361838439184,0.8555451427600426,0.968905319994141,231452.5,877127
6,1,1.8075337489087133,0.5532400159077214,-1.3711466764676523,338388.609375,1014422.5
7,4,3.741872859231856,1.0689834076353768,-0.06008213420707765,327074,836501.5
8,4,3.6532830931370612,1.0949055679572903,0.6805360964126821,449134,1192014.5
9,4,3.7725190308347556,1.0602994888311827,2.0246063702269277,193821.5,774255
10,1,2.6730310617616606,0.374107137887485,0.12833978594451917,363781,824852.5
11,7,3.238855443908095,2.1612573087095237,0.08537366822822902,126085,925542
12,3,3.699583485289225,0.8109020953112691,-1.1026743003019905,253419.5,928343
13,1,2.3634487943712412,0.42311049953000335,1.118907250249859,287290,845317.5
14,-0,-2.307785101375113,0,-0.030998213204904316,226156,559620.5
15,5,3.493705064760817,1.431145419352193,0.1878600557208728,338128.5,715086.5
16,3,3.9474879795549,0.7599769817002117,-0.9723597305955638,342915.828125,786788
17,3,4.066099979822168,0.7378077309676006,-0.8916819830471334,278706.5,805020.5
18,5,3.747439357106949,1.3342444062550587,0.5109153186976039,341607,633734
19,5,3.916459317544994,1.2766633314945848,0.43128165131456164,245488.5,827651
20,4,3.7465459708464,1.0676500518413072,-1.4709566592271153,359140.78125,609832.25
21,5,3.7380381430753933,1.337600048106078,-1.6296286640239217,344499,760468.5
22,5,3.8571324815647823,1.2962997832969358,0.6908321991181527,387333,809092.5
23,3,4.116422686688448,0.7287881319139798,1.783015121399691,198871.5,678732
24,-0,-1.62855747041414,0,0.5200114747810651,291946.5,628553
25,4,3.827689192743487,1.0450169275977734,0.37789352239797724,329269,695554.5
26,3,3.9308717096474597,0.7631894962730938,0.24463566657667088,306487.5,689629.5
27,2,3.402068557977057,0.5878776297175042,1.9988383005669648,288386,588395.5
28,-0,-0.5411051906422142,0,0.17437890262560427,354983.5,672316.5
29,1,2.7409349300778265,0.3648390149749399,0.8436530817620541,283402,738117.5
30,4,3.8443905628823876,1.0404770104838001,0.5331901158087808,299415.5,666943
31,6,3.132209353035193,1.9155807686308843,-0.8526651773838001,254866.5,611210.5
32,2,3.6681084551397762,0.5452401488286388,-0.7789259453947595,269805,573270.5
33,3,3.554773583244713,0.8439356065152457,1.0214226172612257,330681.5,660652.5
34,3,3.9290788816195663,0.7635377375685062,-0.0360600357711262,256998.375,709132
35,0,0.5653582848836621,0,-1.0962376918151522,226234,597218.5
36,1,2.6384685832151242,0.37900773439623187,1.0878686389678425,228049.5,670047
37,1,2.622737123614423,0.3812810635866888,-1.3642554519958545,230266.5,651173.5
38,3,3.8884637707410747,0.7715129102072747,1.5381879393781548,278950.5,668153
39,5,3.5075007415303903,1.425516448449389,0.5832625775509529,234568,695638.5
40,4,3.7440962673183913,1.0683485985430852,0.36359750064189544,248406.5,673875
41,2,3.305538983178252,0.6050450501954191,-0.5091035543221536,241027.9140625,662840
42,2,3.078947200947977,0.6495726849048338,-0.03391780039401752,289870.5,680133.3125
43,4,3.747808391365305,1.0672904221079518,0.1468627976387733,290757.5,695330.5
44,4,3.81430135305851,1.0486848389135763,-1.074305386308572,280605,658944
45,1,2.2950867476017036,0.43571337817403627,0.25840309650288956,321988,669074
46,1,2.2445341401471937,0.44552674967751715,-1.477791443831291,247799,642560
47,3,3.603282422024497,0.8325742055807149,-0.7040680212602796,266371,644593
48,4,3.7570014277479515,1.0646788607684157,-0.9526635584623557,273526.515625,652214
49,2,3.3048023569405602,0.6051799121359595,-0.6771873921535784,260481.5,664987.5
50,5,3.8280035903325698,1.306163874199922,1.6549232915302587,337459,735022
51,4,3.874640818796522,1.0323537553714244,-0.06026947111465864,273716,677878
52,1,2.976972651910416,0.33591171869122444,1.215064480044517,253774.5,675176.5
53,3,3.4995232307464548,0.8572596328672162,1.5996107230067669,252891,651674
54,0,0.7841275121465147,0,-0.18679466204119624,264280.5,674451
55,6,3.239875511133838,1.8519230073442603,-1.521610504898794,322936,637005.5
56,7,2.586498213928241,2.7063618147134765,-0.48346243944363426,321346.15625,591462.5
